  35.01
 944.00
 535898367
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1994 04 07 12	45273.60	2.96	457.10	0.00	9.77	9.77	728.13
1994 04 08 12	45619.20	0.29	436.11	0.00	7.37	7.37	598.22
1994 04 09 12	45619.20	1.01	410.09	0.00	7.96	7.96	702.83
1994 04 10 12	45619.20	2.36	299.54	0.00	12.56	12.56	1083.69
1994 04 11 12	45964.80	3.17	293.06	0.00	15.90	15.90	1359.68
1994 04 12 12	45964.80	35.60	347.44	0.00	17.73	17.73	1425.28
1994 04 13 12	46148.85	16.48	229.96	0.00	15.87	15.87	1325.80
1994 04 14 12	46310.40	6.37	463.42	0.00	14.28	14.28	1065.72
1994 04 15 12	46310.40	30.26	412.71	0.00	16.19	16.19	1117.15
1994 04 16 12	46656.00	14.17	353.04	0.00	14.74	14.74	1129.99
1994 04 17 12	46656.00	1.54	527.39	0.00	12.26	12.26	931.67
1994 04 18 12	46656.00	0.00	572.19	0.00	13.30	13.30	903.75
1994 04 19 12	47001.60	0.00	578.16	0.00	14.63	14.63	948.11
1994 04 20 12	47001.60	0.00	567.84	0.00	17.34	17.34	1103.41
1994 04 21 12	47001.60	0.00	574.73	0.00	17.32	17.32	1082.33
1994 04 22 12	47347.20	3.15	426.20	0.00	16.27	16.27	1048.98
1994 04 23 12	47347.20	1.05	548.14	0.00	14.94	14.94	985.02
1994 04 24 12	47531.25	0.00	586.35	0.00	12.12	12.12	831.55
1994 04 25 12	47692.80	0.00	577.67	0.00	15.06	15.06	1005.12
1994 04 26 12	47692.80	0.21	483.84	0.00	17.42	17.42	1219.77
1994 04 27 12	47962.35	6.59	389.10	0.00	18.83	18.83	1371.38
1994 04 28 12	48038.40	3.54	433.62	0.00	18.39	18.39	1308.57
1994 04 29 12	48038.40	0.46	537.41	0.00	18.69	18.69	1343.31
1994 04 30 12	48365.09	0.66	381.34	0.00	18.85	18.85	1422.23
1994 05 01 12	48384.00	0.22	431.21	0.00	18.25	18.25	1365.07
1994 05 02 12	48384.00	0.00	582.14	0.00	14.52	14.52	985.37
1994 05 03 12	48653.56	12.52	394.57	0.00	13.47	13.47	964.19
1994 05 04 12	48729.60	5.62	270.43	0.00	10.53	10.53	948.89
1994 05 05 12	48729.60	0.65	428.33	0.00	12.18	12.18	980.17
1994 05 06 12	48913.65	0.05	579.97	0.00	11.86	11.86	885.41
1994 05 07 12	49075.20	4.56	423.65	0.00	14.82	14.82	1037.89
1994 05 08 12	49075.20	1.52	565.11	0.00	15.14	15.14	1009.37
1994 05 09 12	49075.20	0.00	585.34	0.00	12.81	12.81	878.18
1994 05 10 12	49420.80	0.00	579.24	0.00	13.75	13.75	952.70
1994 05 11 12	49420.80	0.00	556.49	0.00	15.50	15.50	1070.02
1994 05 12 12	49420.80	0.00	570.35	0.00	15.44	15.44	1030.93
1994 05 13 12	49690.35	0.86	534.49	0.00	14.85	14.85	972.21
1994 05 14 12	49766.40	16.28	398.83	0.00	15.09	15.09	1133.92
1994 05 15 12	49766.40	12.64	315.96	0.00	17.27	17.27	1413.59
1994 05 16 12	49766.40	2.97	410.54	0.00	18.25	18.25	1378.08
1994 05 17 12	50112.00	0.18	576.40	0.00	15.82	15.82	1055.25
1994 05 18 12	50112.00	0.00	593.80	0.00	15.08	15.08	932.57
1994 05 19 12	50112.00	0.00	601.82	0.00	13.43	13.43	828.54
1994 05 20 12	50112.00	0.01	542.05	0.00	11.52	11.52	805.96
1994 05 21 12	50457.60	1.40	426.67	0.00	11.52	11.52	855.05
1994 05 22 12	50457.60	0.47	566.55	0.00	13.08	13.08	952.64
1994 05 23 12	50457.60	0.00	580.44	0.00	16.41	16.41	1129.99
1994 05 24 12	50457.60	0.00	571.71	0.00	18.56	18.56	1273.34
1994 05 25 12	50641.65	1.98	414.73	0.00	19.27	19.27	1370.96
1994 05 26 12	50803.20	6.69	391.94	0.00	18.77	18.77	1366.71
1994 05 27 12	50803.20	2.59	435.39	0.00	17.04	17.04	1212.90
1994 05 28 12	50803.20	0.19	580.41	0.00	14.69	14.69	1010.62
1994 05 29 12	50803.20	0.00	559.22	0.00	15.44	15.44	1089.47
1994 05 30 12	50987.25	0.00	539.94	0.00	16.87	16.87	1214.89
1994 05 31 12	51148.80	0.00	502.07	0.00	17.22	17.22	1285.67
1994 06 01 12	51148.80	0.00	492.88	0.00	18.50	18.50	1416.43
1994 06 02 12	51148.80	1.41	409.99	0.00	20.30	20.30	1517.00
1994 06 03 12	51148.80	1.28	407.38	0.00	21.19	21.19	1572.03
1994 06 04 12	51148.80	2.11	380.94	0.00	21.29	21.29	1666.07
1994 06 05 12	51174.88	13.30	355.77	0.00	22.06	22.06	1810.56
1994 06 06 12	51418.35	11.10	299.77	0.00	21.79	21.79	1887.63
1994 06 07 12	51494.40	7.29	269.53	0.00	21.73	21.73	1939.07
1994 06 08 12	51494.40	2.40	321.90	0.00	21.67	21.67	1861.08
1994 06 09 12	51494.40	17.72	375.10	0.00	21.04	21.04	1723.32
1994 06 10 12	51494.40	19.14	222.06	0.00	20.39	20.39	1798.83
1994 06 11 12	51494.40	6.82	337.58	0.00	20.33	20.33	1746.80
1994 06 12 12	51494.40	9.51	334.84	0.00	20.58	20.58	1719.13
1994 06 13 12	51494.40	13.34	384.29	0.00	20.56	20.56	1666.62
1994 06 14 12	51494.40	5.48	366.10	0.00	21.05	21.05	1731.61
1994 06 15 12	51494.40	4.37	354.63	0.00	21.55	21.55	1805.52
1994 06 16 12	51520.47	5.59	357.62	0.00	21.64	21.64	1799.57
1994 06 17 12	51590.91	2.10	394.75	0.00	21.64	21.64	1746.94
1994 06 18 12	51590.91	0.26	457.82	0.00	21.99	21.99	1774.53
1994 06 19 12	51678.45	0.08	432.04	0.00	21.21	21.21	1703.98
1994 06 20 12	51678.45	0.02	530.71	0.00	22.00	22.00	1724.54
1994 06 21 12	51678.45	0.16	490.83	0.00	22.54	22.54	1775.25
1994 06 22 12	51678.45	5.65	397.19	0.00	23.27	23.27	1859.87
1994 06 23 12	51678.45	8.64	396.44	0.00	22.77	22.77	1830.33
1994 06 24 12	51678.45	8.42	381.66	0.00	22.81	22.81	1832.19
1994 06 25 12	51590.91	4.68	410.88	0.00	20.50	20.50	1630.41
1994 06 26 12	51520.47	38.65	393.92	0.00	18.99	18.99	1521.06
1994 06 27 12	51520.47	22.55	332.44	0.00	20.27	20.27	1647.49
1994 06 28 12	51494.40	10.07	421.50	0.00	19.25	19.25	1477.23
1994 06 29 12	51494.40	5.26	455.64	0.00	20.49	20.49	1547.13
1994 06 30 12	51494.40	1.15	454.33	0.00	20.17	20.17	1522.04
1994 07 01 12	51494.40	0.05	557.88	0.00	20.49	20.49	1525.71
1994 07 02 12	51494.40	1.77	408.61	0.00	21.25	21.25	1663.16
1994 07 03 12	51494.40	5.15	379.49	0.00	22.29	22.29	1834.72
1994 07 04 12	51494.40	16.58	344.40	0.00	22.32	22.32	1923.57
1994 07 05 12	51494.40	12.44	240.08	0.00	21.61	21.61	1997.68
1994 07 06 12	51475.48	5.48	233.37	0.00	21.58	21.58	2023.82
1994 07 07 12	51332.85	3.34	301.15	0.00	21.47	21.47	1937.44
1994 07 08 12	51148.80	7.54	328.47	0.00	21.54	21.54	1860.25
1994 07 09 12	51148.80	2.48	397.40	0.00	20.83	20.83	1752.48
1994 07 10 12	51148.80	2.81	365.35	0.00	22.64	22.64	1922.28
1994 07 11 12	51148.80	13.52	352.18	0.00	22.38	22.38	1908.09
1994 07 12 12	51148.80	8.90	302.43	0.00	21.39	21.39	1883.41
1994 07 13 12	51072.75	13.83	284.91	0.00	21.18	21.18	1890.97
1994 07 14 12	50829.27	4.96	381.66	0.00	21.06	21.06	1817.08
1994 07 15 12	50803.20	0.32	474.27	0.00	22.32	22.32	1831.66
1994 07 16 12	50803.20	2.31	376.23	0.00	23.08	23.08	1905.72
1994 07 17 12	50803.20	2.71	379.57	0.00	22.62	22.62	1868.96
1994 07 18 12	50803.20	6.07	370.82	0.00	22.51	22.51	1888.38
1994 07 19 12	50483.68	4.49	341.07	0.00	22.49	22.49	1923.68
1994 07 20 12	50457.60	4.02	369.50	0.00	21.87	21.87	1812.12
1994 07 21 12	50457.60	6.35	390.95	0.00	20.90	20.90	1689.56
1994 07 22 12	50457.60	7.73	386.98	0.00	21.23	21.23	1732.57
1994 07 23 12	50296.05	6.88	381.36	0.00	21.76	21.76	1789.08
1994 07 24 12	50112.00	4.84	396.58	0.00	21.90	21.90	1772.60
1994 07 25 12	50112.00	1.79	402.85	0.00	21.89	21.89	1765.04
1994 07 26 12	50112.00	23.92	389.34	0.00	21.93	21.93	1798.53
1994 07 27 12	49950.45	23.12	322.95	0.00	21.63	21.63	1826.49
1994 07 28 12	49766.40	13.88	315.72	0.00	18.87	18.87	1595.52
1994 07 29 12	49766.40	3.05	491.98	0.00	18.76	18.76	1457.26
1994 07 30 12	49766.40	0.28	505.12	0.00	18.73	18.73	1416.08
1994 07 31 12	49446.88	1.99	405.11	0.00	19.64	19.64	1543.75
1994 08 01 12	49420.80	3.88	384.18	0.00	19.95	19.95	1616.36
1994 08 02 12	49420.80	2.04	383.33	0.00	20.01	20.01	1655.36
1994 08 03 12	49344.75	8.94	367.06	0.00	20.89	20.89	1771.27
1994 08 04 12	49075.20	8.79	342.72	0.00	21.35	21.35	1864.72
1994 08 05 12	49075.20	3.31	358.89	0.00	22.15	22.15	1877.02
1994 08 06 12	49075.20	0.63	458.71	0.00	20.60	20.60	1686.31
1994 08 07 12	48729.60	0.06	413.21	0.00	20.18	20.18	1728.60
1994 08 08 12	48729.60	1.38	347.22	0.00	20.43	20.43	1730.19
1994 08 09 12	48729.60	5.07	397.95	0.00	19.88	19.88	1602.58
1994 08 10 12	48384.00	1.74	401.29	0.00	20.92	20.92	1667.82
1994 08 11 12	48384.00	10.60	397.20	0.00	21.68	21.68	1735.38
1994 08 12 12	48384.00	7.75	382.41	0.00	21.92	21.92	1770.98
1994 08 13 12	48038.40	11.60	390.06	0.00	21.40	21.40	1763.47
1994 08 14 12	48038.40	20.67	332.81	0.00	22.38	22.38	1955.29
1994 08 15 12	48038.40	41.44	305.44	0.00	22.29	22.29	2002.29
1994 08 16 12	47692.80	104.01	240.42	0.00	21.02	21.02	1937.41
1994 08 17 12	47692.80	40.25	237.18	0.00	19.61	19.61	1809.84
1994 08 18 12	47692.80	5.20	385.48	0.00	19.54	19.54	1642.68
1994 08 19 12	47347.20	4.85	390.81	0.00	20.27	20.27	1659.27
1994 08 20 12	47347.20	7.38	367.35	0.00	21.10	21.10	1781.98
1994 08 21 12	47347.20	8.28	314.00	0.00	20.94	20.94	1783.74
1994 08 22 12	47001.60	2.23	443.00	0.00	18.02	18.02	1485.69
1994 08 23 12	47001.60	0.05	490.07	0.00	18.26	18.26	1474.92
1994 08 24 12	46925.56	0.09	430.02	0.00	19.32	19.32	1601.22
1994 08 25 12	46656.00	0.03	460.91	0.00	20.23	20.23	1711.47
1994 08 26 12	46656.00	0.06	378.86	0.00	20.36	20.36	1717.27
1994 08 27 12	46310.40	2.64	364.55	0.00	21.08	21.08	1756.76
1994 08 28 12	46310.40	2.13	430.98	0.00	21.11	21.11	1710.12
1994 08 29 12	46310.40	0.42	501.82	0.00	21.80	21.80	1777.19
1994 08 30 12	45964.80	1.24	420.23	0.00	22.10	22.10	1872.68
1994 08 31 12	45964.80	5.04	347.03	0.00	22.35	22.35	1948.05
1994 09 01 12	45964.80	5.21	351.76	0.00	22.76	22.76	1970.03
1994 09 02 12	45619.20	10.67	311.00	0.00	21.75	21.75	1864.60
1994 09 03 12	45619.20	3.98	235.73	0.00	17.21	17.21	1502.23
1994 09 04 12	45273.60	0.41	391.93	0.00	14.88	14.88	1301.38
1994 09 05 12	45273.60	2.77	270.29	0.00	16.16	16.16	1441.94
1994 09 06 12	45273.60	2.05	283.49	0.00	17.11	17.11	1523.11
1994 09 07 12	44928.00	1.79	375.11	0.00	18.04	18.04	1473.18
1994 09 08 12	44928.00	1.43	369.33	0.00	18.44	18.44	1482.57
1994 09 09 12	44678.91	0.44	336.34	0.00	19.04	19.04	1582.83
1994 09 10 12	44582.40	0.09	377.22	0.00	18.17	18.17	1490.13
1994 09 11 12	44582.40	0.02	493.59	0.00	18.73	18.73	1470.61
1994 09 12 12	44236.80	0.17	425.27	0.00	18.80	18.80	1444.27
1994 09 13 12	44236.80	0.06	495.84	0.00	19.43	19.43	1480.87
1994 09 14 12	44236.80	0.00	500.77	0.00	19.43	19.43	1465.30
1994 09 15 12	43891.20	0.64	380.27	0.00	19.75	19.75	1511.43
1994 09 16 12	43891.20	25.25	366.20	0.00	19.86	19.86	1541.89
1994 09 17 12	43545.60	18.58	340.34	0.00	20.27	20.27	1681.05
1994 09 18 12	43545.60	4.74	307.14	0.00	21.00	21.00	1796.41
1994 09 19 12	43545.60	0.44	473.22	0.00	18.32	18.32	1394.71
1994 09 20 12	43200.00	0.00	499.63	0.00	14.73	14.73	1091.80
1994 09 21 12	43200.00	0.04	453.47	0.00	14.97	14.97	1117.87
1994 09 22 12	42854.40	1.89	374.72	0.00	14.45	14.45	1071.68
1994 09 23 12	42854.40	22.50	356.47	0.00	15.01	15.01	1169.69
1994 09 24 12	42854.40	19.75	234.03	0.00	16.28	16.28	1404.29
1994 09 25 12	42508.80	6.40	310.22	0.00	16.56	16.56	1369.17
1994 09 26 12	42508.80	0.82	364.90	0.00	14.69	14.69	1143.79
1994 09 27 12	42163.20	0.02	462.65	0.00	14.59	14.59	1091.91
1994 09 28 12	42163.20	0.00	494.11	0.00	14.01	14.01	1003.62
1994 09 29 12	42163.20	0.00	476.53	0.00	15.79	15.79	1095.70
1994 09 30 12	41817.60	0.00	489.61	0.00	15.37	15.37	1040.42
1994 10 01 12	41817.60	0.00	474.43	0.00	16.14	16.14	1137.89
1994 10 02 12	41721.09	16.70	327.16	0.00	17.58	17.58	1359.60
1994 10 03 12	41472.00	12.83	199.89	0.00	17.86	17.86	1528.67
1994 10 04 12	41472.00	2.42	331.13	0.00	15.62	15.62	1306.68
1994 10 05 12	41126.40	0.00	465.40	0.00	13.35	13.35	1004.00
1994 10 06 12	41126.40	0.00	443.31	0.00	14.10	14.10	1057.92
1994 10 07 12	41126.40	0.34	312.12	0.00	14.92	14.92	1179.96
1994 10 08 12	40780.80	8.78	295.50	0.00	12.52	12.52	1076.35
1994 10 09 12	40780.80	15.02	212.41	0.00	14.39	14.39	1285.47
1994 10 10 12	40435.20	6.76	198.13	0.00	15.17	15.17	1322.28
1994 10 11 12	40435.20	6.56	243.27	0.00	11.67	11.67	1046.42
1994 10 12 12	40435.20	33.48	252.55	0.00	10.86	10.86	995.94
1994 10 13 12	40089.60	30.23	122.30	0.00	10.75	10.75	1089.21
1994 10 14 12	40089.60	21.83	107.02	0.00	12.12	12.12	1202.21
1994 10 15 12	40089.60	5.09	361.93	0.00	11.93	11.93	1053.58
1994 10 16 12	39744.00	0.00	437.64	0.00	11.11	11.11	863.69
1994 10 17 12	39744.00	0.00	435.47	0.00	11.28	11.28	820.26
1994 10 18 12	39474.44	1.14	381.78	0.00	10.31	10.31	770.08
1994 10 19 12	39398.40	3.29	321.26	0.00	11.11	11.11	871.74
1994 10 20 12	39398.40	3.08	279.54	0.00	14.42	14.42	1150.01
1994 10 21 12	39052.80	5.17	299.76	0.00	13.50	13.50	1070.62
1994 10 22 12	39052.80	10.82	288.28	0.00	14.95	14.95	1178.41
1994 10 23 12	39052.80	6.52	282.61	0.00	15.69	15.69	1233.70
1994 10 24 12	38707.20	1.14	410.49	0.00	12.60	12.60	948.85
1994 10 25 12	38707.20	0.00	407.89	0.00	12.43	12.43	903.71
1994 10 26 12	38707.20	0.06	298.08	0.00	12.68	12.68	909.53
1994 10 27 12	38361.60	0.02	418.33	0.00	7.71	7.71	624.51
1994 10 28 12	38361.60	0.00	406.58	0.00	6.52	6.52	583.48
1994 10 29 12	38361.60	0.22	305.07	0.00	7.17	7.17	673.36
1994 10 30 12	38016.00	2.83	242.74	0.00	13.06	13.06	1124.92
1994 10 31 12	38016.00	11.91	153.63	0.00	16.34	16.34	1436.07
1994 11 01 12	38016.00	6.13	276.07	0.00	13.26	13.26	1085.75
1994 11 02 12	37670.40	0.82	375.65	0.00	7.58	7.58	688.52
1994 11 03 12	37670.40	0.00	395.57	0.00	9.59	9.59	701.88
1994 11 04 12	37670.40	0.46	302.18	0.00	11.16	11.16	754.65
1994 11 05 12	37324.80	9.57	281.60	0.00	12.79	12.79	957.81
1994 11 06 12	37324.80	5.41	190.73	0.00	16.57	16.57	1341.53
1994 11 07 12	37324.80	0.76	344.93	0.00	12.48	12.48	944.19
1994 11 08 12	37055.25	0.06	296.75	0.00	10.13	10.13	755.84
1994 11 09 12	36979.20	2.38	275.48	0.00	11.45	11.45	866.46
1994 11 10 12	36979.20	10.10	231.16	0.00	14.65	14.65	1117.95
1994 11 11 12	36953.12	3.56	239.37	0.00	11.66	11.66	962.46
1994 11 12 12	36633.60	0.15	337.45	0.00	9.02	9.02	770.87
1994 11 13 12	36633.60	0.00	359.05	0.00	8.51	8.51	685.25
1994 11 14 12	36633.60	0.00	358.02	0.00	10.21	10.21	724.26
1994 11 15 12	36449.55	0.00	356.15	0.00	10.83	10.83	742.76
1994 11 16 12	36288.00	0.00	349.24	0.00	11.10	11.10	774.84
1994 11 17 12	36288.00	0.13	259.31	0.00	11.04	11.04	841.92
1994 11 18 12	36288.00	0.04	273.03	0.00	13.17	13.17	1023.90
1994 11 19 12	36103.95	0.00	340.91	0.00	12.49	12.49	891.75
1994 11 20 12	35942.40	14.46	252.50	0.00	12.37	12.37	880.26
1994 11 21 12	35942.40	8.09	228.02	0.00	13.58	13.58	1026.52
1994 11 22 12	35942.40	1.09	322.97	0.00	11.96	11.96	869.09
1994 11 23 12	35916.32	0.00	317.59	0.00	8.19	8.19	642.87
1994 11 24 12	35596.80	0.00	320.65	0.00	2.24	2.24	433.59
1994 11 25 12	35596.80	1.54	263.66	0.00	2.53	2.53	461.17
1994 11 26 12	35596.80	16.91	211.82	0.00	6.38	6.38	663.09
1994 11 27 12	35596.80	20.58	85.87	0.00	5.93	5.93	754.69
1994 11 28 12	35570.73	13.06	168.62	0.00	7.60	7.60	800.03
1994 11 29 12	35327.25	5.16	233.72	0.00	5.41	5.41	595.79
1994 11 30 12	35251.20	0.83	278.17	0.00	3.67	3.67	518.00
1994 12 01 12	35251.20	0.00	316.11	0.00	2.76	2.76	463.61
1994 12 02 12	35251.20	0.00	324.41	0.00	3.04	3.04	452.11
1994 12 03 12	35251.20	4.65	238.63	0.00	4.91	4.91	575.61
1994 12 04 12	35251.20	36.38	149.24	0.00	10.19	10.19	988.88
1994 12 05 12	35067.15	13.19	98.17	0.00	14.58	14.58	1329.86
1994 12 06 12	34924.52	0.53	272.31	0.00	12.08	12.08	1009.36
1994 12 07 12	34905.60	0.06	231.72	0.00	10.65	10.65	837.84
1994 12 08 12	34905.60	0.02	300.96	0.00	9.99	9.99	797.56
1994 12 09 12	34905.60	0.43	176.33	0.00	9.89	9.89	870.05
1994 12 10 12	34905.60	24.40	156.93	0.00	9.29	9.29	855.17
1994 12 11 12	34905.60	10.20	240.20	0.00	4.96	4.96	579.54
1994 12 12 12	34905.60	0.71	279.34	0.00	-0.07	-0.07	396.42
1994 12 13 12	34905.60	0.00	258.28	0.00	-0.06	-0.06	439.61
1994 12 14 12	34905.60	0.00	237.30	0.00	3.70	3.70	600.93
1994 12 15 12	34879.53	0.00	244.44	0.00	5.78	5.78	691.84
1994 12 16 12	34879.53	1.10	155.29	0.00	6.66	6.66	751.08
1994 12 17 12	34809.09	0.66	173.90	0.00	6.40	6.40	729.54
1994 12 18 12	34721.55	0.12	269.19	0.00	5.04	5.04	585.42
1994 12 19 12	34721.55	0.01	310.31	0.00	1.65	1.65	421.24
1994 12 20 12	34721.55	0.04	301.90	0.00	1.17	1.17	412.86
1994 12 21 12	34721.55	4.60	219.10	0.00	2.55	2.55	508.95
1994 12 22 12	34721.55	10.67	163.01	0.00	5.48	5.48	699.06
1994 12 23 12	34721.55	3.92	92.42	0.00	6.67	6.67	789.80
1994 12 24 12	34809.09	0.31	241.46	0.00	5.10	5.10	662.00
1994 12 25 12	34809.09	0.12	249.22	0.00	5.83	5.83	637.37
1994 12 26 12	34879.53	0.10	242.34	0.00	5.96	5.96	624.60
1994 12 27 12	34905.60	0.02	318.07	0.00	5.51	5.51	559.02
1994 12 28 12	34905.60	0.00	318.43	0.00	6.87	6.87	594.53
1994 12 29 12	34905.60	0.34	231.62	0.00	8.39	8.39	691.86
1994 12 30 12	34905.60	6.78	178.22	0.00	7.51	7.51	734.42
1994 12 31 12	34905.60	3.85	136.57	0.00	5.48	5.48	725.01
1995 01 01 12	34905.60	0.64	132.96	0.00	6.84	6.84	764.93
1995 01 02 12	34905.60	0.03	326.24	0.00	3.19	3.19	479.46
1995 01 03 12	34905.60	0.00	298.11	0.00	0.60	0.60	392.08
1995 01 04 12	34905.60	0.00	300.97	0.00	-0.90	-0.90	352.64
1995 01 05 12	34981.65	0.00	331.23	0.00	-4.35	-4.35	250.63
1995 01 06 12	35225.12	31.98	293.96	0.00	-4.40	-4.40	273.20
1995 01 07 12	35251.20	17.95	279.43	0.00	1.13	1.13	426.95
1995 01 08 12	35251.20	2.45	338.58	0.00	0.31	0.31	394.15
1995 01 09 12	35251.20	0.01	366.05	0.00	1.55	1.55	434.47
1995 01 10 12	35251.20	0.00	371.52	0.00	3.29	3.29	496.79
1995 01 11 12	35251.20	11.82	271.13	0.00	4.68	4.68	606.91
1995 01 12 12	35412.75	6.72	161.84	0.00	7.41	7.41	831.44
1995 01 13 12	35596.80	19.82	169.99	0.00	9.19	9.19	982.22
1995 01 14 12	35596.80	57.24	171.45	0.00	11.99	11.99	1141.72
1995 01 15 12	35596.80	22.03	179.04	0.00	11.38	11.38	1052.72
1995 01 16 12	35596.80	1.95	246.54	0.00	8.12	8.12	803.66
1995 01 17 12	35758.35	0.15	296.48	0.00	6.60	6.60	643.66
1995 01 18 12	35942.40	0.02	368.94	0.00	7.69	7.69	647.18
1995 01 19 12	35942.40	14.96	268.50	0.00	7.73	7.73	668.11
1995 01 20 12	35942.40	5.89	246.96	0.00	4.14	4.14	546.55
1995 01 21 12	35942.40	0.32	259.36	0.00	0.41	0.41	435.83
1995 01 22 12	36288.00	0.01	345.98	0.00	-0.73	-0.73	387.96
1995 01 23 12	36288.00	0.00	329.88	0.00	1.41	1.41	435.79
1995 01 24 12	36288.00	0.00	367.45	0.00	-1.52	-1.52	332.76
1995 01 25 12	36288.00	0.00	372.94	0.00	-2.03	-2.03	319.75
1995 01 26 12	36633.60	0.00	378.08	0.00	1.19	1.19	395.34
1995 01 27 12	36633.60	15.17	290.40	0.00	1.87	1.87	427.96
1995 01 28 12	36633.60	12.89	261.82	0.00	3.74	3.74	553.82
1995 01 29 12	36709.65	3.98	214.55	0.00	5.60	5.60	662.00
1995 01 30 12	36979.20	0.69	209.20	0.00	2.70	2.70	543.74
1995 01 31 12	36979.20	0.08	348.33	0.00	0.40	0.40	431.65
1995 02 01 12	36979.20	0.00	384.89	0.00	1.54	1.54	449.70
1995 02 02 12	37324.80	0.47	292.18	0.00	4.80	4.80	556.33
1995 02 03 12	37324.80	2.35	296.99	0.00	5.76	5.76	571.65
1995 02 04 12	37324.80	1.63	297.34	0.00	3.92	3.92	480.19
1995 02 05 12	37486.35	0.30	338.51	0.00	-2.74	-2.74	306.13
1995 02 06 12	37670.40	0.00	404.76	0.00	-6.89	-6.89	216.52
1995 02 07 12	37670.40	1.50	321.37	0.00	-5.53	-5.53	238.80
1995 02 08 12	37746.44	2.89	359.28	0.00	-6.14	-6.14	208.26
1995 02 09 12	38016.00	5.34	332.62	0.00	-9.51	-9.51	175.42
1995 02 10 12	38016.00	8.32	331.95	0.00	-4.22	-4.22	315.09
1995 02 11 12	38034.91	3.84	263.83	0.00	2.51	2.51	515.65
1995 02 12 12	38361.60	0.69	388.64	0.00	-0.36	-0.36	366.40
1995 02 13 12	38361.60	0.35	342.29	0.00	-0.60	-0.60	375.28
1995 02 14 12	38437.65	3.42	237.42	0.00	0.56	0.56	481.20
1995 02 15 12	38707.20	27.25	191.06	0.00	2.31	2.31	597.49
1995 02 16 12	38707.20	52.72	294.98	0.00	5.85	5.85	737.06
1995 02 17 12	38868.75	25.26	239.75	0.00	9.86	9.86	919.47
1995 02 18 12	39052.80	7.35	166.11	0.00	7.01	7.01	811.11
1995 02 19 12	39052.80	1.66	229.63	0.00	7.02	7.02	795.74
1995 02 20 12	39398.40	0.83	275.10	0.00	7.00	7.00	742.90
1995 02 21 12	39398.40	0.99	320.22	0.00	6.44	6.44	639.31
1995 02 22 12	39398.40	0.25	443.21	0.00	1.81	1.81	441.84
1995 02 23 12	39744.00	0.04	441.48	0.00	5.36	5.36	551.92
1995 02 24 12	39744.00	0.01	457.97	0.00	9.60	9.60	674.03
1995 02 25 12	39744.00	0.00	467.97	0.00	3.62	3.62	462.01
1995 02 26 12	40089.60	0.14	372.96	0.00	5.04	5.04	530.53
1995 02 27 12	40089.60	30.06	345.88	0.00	10.22	10.22	809.80
1995 02 28 12	40251.15	28.53	129.93	0.00	11.47	11.47	1056.59
1995 03 01 12	40435.20	8.53	241.95	0.00	10.48	10.48	990.65
1995 03 02 12	40435.20	1.35	300.27	0.00	9.42	9.42	853.33
1995 03 03 12	40780.80	4.75	135.42	0.00	6.04	6.04	743.79
1995 03 04 12	40780.80	3.26	192.01	0.00	4.11	4.11	678.33
1995 03 05 12	40780.80	13.24	212.77	0.00	4.68	4.68	696.80
1995 03 06 12	41126.40	5.76	260.16	0.00	6.19	6.19	784.91
1995 03 07 12	41126.40	9.24	278.01	0.00	10.95	10.95	1027.25
1995 03 08 12	41472.00	28.21	230.73	0.00	12.29	12.29	1023.54
1995 03 09 12	41472.00	8.43	508.97	0.00	4.83	4.83	488.35
1995 03 10 12	41472.00	0.00	505.57	0.00	2.68	2.68	413.40
1995 03 11 12	41817.60	0.70	429.66	0.00	4.15	4.15	461.72
1995 03 12 12	41817.60	0.23	516.26	0.00	6.78	6.78	539.90
1995 03 13 12	41836.52	0.00	508.43	0.00	9.56	9.56	675.62
1995 03 14 12	42163.20	0.00	502.20	0.00	9.88	9.88	725.12
1995 03 15 12	42163.20	0.00	505.47	0.00	10.81	10.81	772.56
1995 03 16 12	42508.80	0.00	504.66	0.00	11.11	11.11	796.89
1995 03 17 12	42508.80	0.00	501.53	0.00	12.49	12.49	875.97
1995 03 18 12	42508.80	0.00	501.50	0.00	12.89	12.89	868.06
1995 03 19 12	42854.40	0.00	525.63	0.00	9.98	9.98	689.92
1995 03 20 12	42854.40	9.29	386.44	0.00	10.33	10.33	744.81
1995 03 21 12	43200.00	4.96	375.04	0.00	11.35	11.35	828.92
1995 03 22 12	43200.00	0.62	511.44	0.00	11.91	11.91	902.07
1995 03 23 12	43200.00	0.00	477.36	0.00	17.08	17.08	1196.46
1995 03 24 12	43545.60	0.00	526.64	0.00	15.05	15.05	919.14
1995 03 25 12	43545.60	0.00	539.37	0.00	11.19	11.19	709.89
1995 03 26 12	43891.20	0.00	537.60	0.00	10.92	10.92	759.90
1995 03 27 12	43891.20	7.18	361.67	0.00	14.12	14.12	996.43
1995 03 28 12	43891.20	2.39	516.05	0.00	11.89	11.89	848.83
1995 03 29 12	44236.80	0.00	530.09	0.00	10.58	10.58	775.67
1995 03 30 12	44236.80	0.00	481.39	0.00	11.30	11.30	844.77
1995 03 31 12	44563.48	0.00	506.19	0.00	9.74	9.74	744.44
1995 04 01 12	44582.40	0.00	540.10	0.00	7.39	7.39	607.21
