Year Mnth Day Hr,PRCP(mm/day)_nldas,PRCP(mm/day)_maurer,prcp(mm/day)_daymet,srad(W/m2)_daymet,tmax(C)_daymet,tmin(C)_daymet,vp(Pa)_daymet
2000 05 27 12,0.28,1.87,0.69,363.74,27.41,15.67,1775.13
2000 05 28 12,2.54,0.44,3.16,311.53,28.07,15.89,1809.22
2000 05 29 12,0.58,0.03,0,426.03,24.73,11.86,1389.55
2000 05 30 12,0.12,0,0,380.64,22.38,11.59,1369.83
2000 05 31 12,0.03,0,0,490.11,24.67,9.39,1191.15
2000 06 01 12,0,0,0,515.74,28.42,11.1,1327.85
2000 06 02 12,0,0.08,0,508.53,30.93,13.38,1532.93
2000 06 03 12,0.1,0.42,0,474.13,30.63,14.87,1691.51
2000 06 04 12,0.43,3.53,0.25,390.54,27.6,15.65,1779.99
2000 06 05 12,7.13,2.41,6.44,151.77,21.99,16.66,1899.04
2000 06 06 12,0.3,0.43,3.27,290.26,20.8,11.24,1340.9
2000 06 07 12,0,0,0,544.59,22.43,4.85,864.39
2000 06 08 12,0,0,0,543.94,24.98,6.93,994.7
2000 06 09 12,0,0,0,531.47,26.59,8.95,1155.8
2000 06 10 12,0,0,0,531.82,28.97,10.82,1305.74
2000 06 11 12,0,0,0,515.19,30.11,12.73,1469.88
2000 06 12 12,0.21,0.06,0,507.5,31.02,13.82,1580.38
2000 06 13 12,2.34,1.15,0,483.26,30.97,15.16,1724.05
2000 06 14 12,0.84,3.62,2.74,374.25,30.72,16.55,1880.34
2000 06 15 12,4.7,7.1,5.21,321.17,29.94,16.9,1926.96
2000 06 16 12,7.47,9.3,14.6,277,28.06,17.44,1991.39
2000 06 17 12,11.34,3.79,12.31,241.62,26.21,17.41,1987.47
2000 06 18 12,4.21,4.49,2.78,322.14,27.94,17.22,1964.59
2000 06 19 12,7.26,6.73,4.79,294.08,28.22,17.11,1952.66
2000 06 20 12,4.95,6.3,11.75,321.03,28.01,16.49,1875.71
2000 06 21 12,5.11,5.53,8.44,289.63,28.51,17.57,2008.2
2000 06 22 12,4.86,1.65,8.78,302.25,27.57,16.22,1852.06
2000 06 23 12,0.01,0.29,0,470.23,26.89,13.03,1499.15
2000 06 24 12,0,0.12,0,499.05,29.45,13.57,1557.63
2000 06 25 12,5.01,7.54,0,469.47,29.84,15.33,1742.55
2000 06 26 12,0.93,7.31,8.45,310.9,28.23,16.19,1838.68
2000 06 27 12,1.04,2.47,12.27,362.1,29.36,15.44,1755.33
2000 06 28 12,2.55,11.07,0.03,377.1,27.47,16.86,1923.29
2000 06 29 12,15.34,10.08,11.01,220.68,26.22,18.3,2107.31
2000 06 30 12,0.06,2.26,13.14,317.51,24.1,12.46,1442.32
2000 07 01 12,0.34,0.03,0,469.64,26.11,12.54,1456.29
2000 07 02 12,0,0.01,0,475.89,27.16,13.23,1522.32
2000 07 03 12,0.26,0.02,0,442.55,27.6,15.05,1712.89
2000 07 04 12,0.08,0.01,0,429.13,29.02,16.74,1899.24
2000 07 05 12,0.46,0.45,0,443.55,30.25,17,1927.84
2000 07 06 12,0.7,0.16,0.83,385,31.08,19.47,2267.77
2000 07 07 12,0.06,0.75,0,446.02,31.26,17.75,2025.88
2000 07 08 12,0.31,0.25,0,420.56,30.58,18.34,2109.87
2000 07 09 12,0,0,0,421.33,29.32,17.4,1985.1
2000 07 10 12,0.05,3.58,0,439.95,30.91,18.13,2078.49
2000 07 11 12,0.16,1.98,0,471.42,32.14,17.82,2008.75
2000 07 12 12,10.43,4.76,3.23,344.21,31.69,19.05,2206.71
2000 07 13 12,6.08,9.76,8.83,297.5,29.23,18.55,2140.75
2000 07 14 12,0.47,2.76,14.29,292.95,27.93,17.73,2036.64
2000 07 15 12,0.4,0,0,463.27,28.97,15.98,1806.78
2000 07 16 12,0,0,0,498.21,28.77,14.13,1588.26
2000 07 17 12,0,0,0,514.88,28.96,13.24,1489
2000 07 18 12,0,0.33,0,514.88,30.22,14.03,1568.79
2000 07 19 12,1.64,1.11,0,488.32,31.12,15.98,1794.15
2000 07 20 12,0.18,0.54,0,469.51,31.46,17.04,1921.2
2000 07 21 12,0,0.23,0,475.41,32.03,17.09,1930.04
2000 07 22 12,0.28,1.02,0,425.91,30.06,17.61,2012.79
2000 07 23 12,0.57,21.65,2.67,336.44,26.88,17.16,1958.16
2000 07 24 12,17.53,17.32,21.01,213.95,24.26,17.08,1949.89
2000 07 25 12,5.17,7.75,18.5,221.88,23.24,15.91,1804.42
2000 07 26 12,5.8,1.83,7.94,221.64,22.73,15.96,1812.88
2000 07 27 12,2.07,1.65,2.92,321.63,26.08,16.33,1852.56
2000 07 28 12,1.24,4.63,5.03,348.08,27.77,14.76,1680.72
2000 07 29 12,3.68,15.61,18.57,343.68,27.62,14.68,1671.17
2000 07 30 12,13,24.62,16.91,276.74,26.79,17.07,1935.46
2000 07 31 12,25.25,20.22,23.69,241.33,25.66,17.6,2011.32
2000 08 01 12,7.83,17.76,21.63,231.87,25.11,17.57,2008.75
2000 08 02 12,7.39,10.61,13.35,217.86,25.03,18.04,2073.7
2000 08 03 12,17.25,6.78,14.47,227.33,24.65,17.52,2006.17
2000 08 04 12,4.65,4.31,5.82,308.46,26.18,15.86,1802.35
2000 08 05 12,0.33,0.91,6.69,326.72,27.24,15.91,1804.81
2000 08 06 12,0.05,0,0,452.86,28.74,16.55,1883.41
2000 08 07 12,0.71,0.25,0,420.2,29.59,18.49,2133.83
2000 08 08 12,3.99,4.19,0.14,448.4,30.39,18.02,2071.75
2000 08 09 12,1.92,1.66,5,408.47,30.9,18.65,2153.91
2000 08 10 12,1.72,1.38,0.22,457.7,31.72,18.57,2143.25
2000 08 11 12,0.45,0.46,1.3,416.79,30.85,18.05,2076.14
2000 08 12 12,0,0.01,0,505.39,28.6,13.67,1567.08
2000 08 13 12,0,0,0,511.61,26.94,11.92,1399.7
2000 08 14 12,0,0,0,519.35,27.88,11.9,1398.96
2000 08 15 12,0,0,0,514.94,28.49,12.62,1463.04
2000 08 16 12,0,0.06,0,514.36,30.86,14.27,1629.71
2000 08 17 12,0,0.15,0,488,31.82,16.54,1875.86
2000 08 18 12,0.29,0.19,0,456.04,32.11,18.42,2120.2
2000 08 19 12,0.13,5.05,0,472.25,31.4,17.03,1942.31
2000 08 20 12,1.53,8.84,0,384.89,28.06,17.95,2058.96
2000 08 21 12,14.49,2.64,13.08,289.7,22.53,13.03,1513.79
2000 08 22 12,0,0.38,0.43,397.38,21.51,11.68,1377.97
2000 08 23 12,0.81,0.2,0,469.78,26.5,13.2,1516.41
2000 08 24 12,0.14,0.12,0,448.33,28.26,15.36,1743.68
2000 08 25 12,0.3,0.03,0.01,450.46,29.04,15.67,1778.85
2000 08 26 12,0.09,0.7,0,455.13,28.15,14.58,1661.86
2000 08 27 12,1.54,0.95,1.59,426.66,27.43,15.18,1725.4
2000 08 28 12,0,0.24,0.67,393.8,26.77,15.15,1722.91
2000 08 29 12,0,0.58,0,441.8,27.74,14.64,1669.3
2000 08 30 12,0,4.62,0,412.4,27.13,15.2,1727.98
2000 08 31 12,6.36,6.43,7.95,219.05,25.23,17.31,1976.02
2000 09 01 12,5.34,10.59,7.3,175.09,24.08,17.97,2062.01
2000 09 02 12,15.32,13.97,17.58,182.77,24.76,18.3,2109.15
2000 09 03 12,12.41,4.68,13.5,187.57,24.76,18.17,2091.17
2000 09 04 12,1.87,0.43,6.01,262.84,26.52,16.91,1929.4
2000 09 05 12,0.89,1.58,0.02,361.5,25.71,15.7,1786.3
2000 09 06 12,1.28,2.86,2.9,271.67,22.28,13.26,1528.39
2000 09 07 12,3.46,1.54,5.13,189.35,19.31,13.11,1508.39
2000 09 08 12,0.81,0.25,1.67,280.47,21.61,14.59,1663.36
2000 09 09 12,0.01,0.01,0,313.16,23.74,15.72,1785.9
2000 09 10 12,0.07,0,0,399.38,24.5,13.62,1560.27
2000 09 11 12,0,0,0,428.33,25.99,13.68,1564.45
2000 09 12 12,0,0.24,0,420.11,26.6,14.55,1659.36
2000 09 13 12,2.27,1.94,0,420.1,27.33,15.2,1728.4
2000 09 14 12,3.69,0.62,0,429.12,27.96,15.28,1737.93
2000 09 15 12,0,0,0,467.59,26.61,12.05,1414.41
2000 09 16 12,0,0,0,510.34,23.34,5.95,933.07
2000 09 17 12,0,0.18,0,496.22,20.23,4.65,853.36
2000 09 18 12,4.36,1.69,0,438.53,19.55,7.4,1034.7
2000 09 19 12,0.38,6.97,8.21,306.04,21.74,10.33,1266.73
2000 09 20 12,0.01,32.71,0,434.5,25.03,11.8,1383.81
2000 09 21 12,44.46,14.38,42.55,297.76,25.16,13.46,1544.29
2000 09 22 12,5.69,5.87,5.99,172.96,22.24,16.32,1850.5
2000 09 23 12,9.43,3.24,10.22,187.35,22.25,15.96,1810.21
2000 09 24 12,1,5.44,4.06,233.96,25.26,16.93,1922.77
2000 09 25 12,21.5,4.06,6.69,284.06,25.72,14.95,1711.51
2000 09 26 12,0,0.82,13.83,344.42,22.32,7.69,1060.18
2000 09 27 12,0,0,0,492.47,19.78,2.6,739.24
2000 09 28 12,0,0,0,479.22,20.59,4.25,831.5
2000 09 29 12,0,0,0,450.81,21.07,6.45,955.93
2000 09 30 12,0,0,0,404.47,20.33,8.34,1106.93
