Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1997 08 16 12	47692.8	2.06	446.67	0	23.89	23.89	2388.74
1997 08 17 12	47692.8	0.05	399.92	0	24.6	24.6	2477.71
1997 08 18 12	47692.8	0.63	518.02	0	23.97	23.97	2212.08
1997 08 19 12	47347.2	0	509.57	0	22.94	22.94	2078.27
1997 08 20 12	47347.2	0.42	401.44	0	23.38	23.38	2246.94
1997 08 21 12	47347.2	0.21	467.88	0	20.64	20.64	1846.54
1997 08 22 12	47001.6	0.01	542.88	0	17.28	17.28	1370.9
1997 08 23 12	47001.6	0	520.06	0	16.61	16.61	1266.63
1997 08 24 12	46925.56	0	544.53	0	18.93	18.93	1354.9
1997 08 25 12	46656	0	513.02	0	19.52	19.52	1369.99
1997 08 26 12	46656	0	458.72	0	20.13	20.13	1597.17
1997 08 27 12	46310.4	0.54	511.46	0	21.88	21.88	1882.13
1997 08 28 12	46310.4	0.64	511.74	0	23.1	23.1	2027.06
1997 08 29 12	46310.4	1.88	517.95	0	22.2	22.2	1784.83
1997 08 30 12	45964.8	0.07	506.17	0	21.61	21.61	1714.59
1997 08 31 12	45964.8	3.61	322.57	0	21.99	21.99	2068.59
1997 09 01 12	45964.8	13.86	400.92	0	22.3	22.3	2114.09
1997 09 02 12	45619.2	2	358.8	0	22.77	22.77	2190.64
1997 09 03 12	45619.2	1.67	397.74	0	23.03	23.03	2138.68
1997 09 04 12	45273.6	0.03	523.92	0	17.26	17.26	1380.03
1997 09 05 12	45273.6	0.43	520.89	0	14.78	14.78	1086.36
1997 09 06 12	45273.6	0	510.87	0	16.44	16.44	1153.81
1997 09 07 12	44928	0	506.33	0	18.76	18.76	1408.63
1997 09 08 12	44928	0	444.68	0	20.06	20.06	1565.55
1997 09 09 12	44678.91	4.29	327.22	0	20.64	20.64	1708.84
1997 09 10 12	44582.4	12.93	343.22	0	18.65	18.65	1695.2
1997 09 11 12	44582.4	5.79	345.25	0	16.97	16.97	1475.73
1997 09 12 12	44236.8	0.21	478.91	0	18.44	18.44	1549.16
1997 09 13 12	44236.8	0	482.42	0	20.05	20.05	1632.05
1997 09 14 12	44236.8	0.22	467.03	0	19.55	19.55	1580.45
1997 09 15 12	43891.2	0	473.07	0	19.48	19.48	1674.19
1997 09 16 12	43891.2	1.24	423.91	0	20.4	20.4	1910.53
1997 09 17 12	43545.6	0	437.75	0	21.08	21.08	1837.72
1997 09 18 12	43545.6	0.1	434.95	0	22.38	22.38	1831.51
1997 09 19 12	43545.6	0	480.06	0	22.56	22.56	1766.26
1997 09 20 12	43200	0.09	451.15	0	22.52	22.52	1772
1997 09 21 12	43200	0	210.89	0	19.68	19.68	1752.81
1997 09 22 12	42854.4	0.65	268.36	0	16.59	16.59	1516.48
1997 09 23 12	42854.4	0	381.3	0	18.32	18.32	1677.1
1997 09 24 12	42854.4	53.79	224.46	0	18.73	18.73	1884.46
1997 09 25 12	42508.8	52.71	277.08	0	16.62	16.62	1744.49
1997 09 26 12	42508.8	0.58	377.4	0	17.49	17.49	1650.64
1997 09 27 12	42163.2	2.28	234.52	0	16.89	16.89	1671.1
1997 09 28 12	42163.2	22.39	159.39	0	15.05	15.05	1571.4
1997 09 29 12	42163.2	3.53	476.7	0	17	17	1460.94
1997 09 30 12	41817.6	0	475.38	0	16.23	16.23	1124.26
1997 10 01 12	41817.6	0	481.07	0	14.63	14.63	1041.18
1997 10 02 12	41721.09	0	419.78	0	12.69	12.69	987.08
1997 10 03 12	41472	0	460.02	0	13.5	13.5	1084.93
1997 10 04 12	41472	0	475.12	0	15.39	15.39	1181.17
1997 10 05 12	41126.4	0.01	467.19	0	17.43	17.43	1472.41
1997 10 06 12	41126.4	0.03	464.71	0	19.48	19.48	1673.29
1997 10 07 12	41126.4	0.02	460.7	0	20.38	20.38	1642.62
1997 10 08 12	40780.8	0	454.26	0	19.89	19.89	1617.99
1997 10 09 12	40780.8	0.25	437.56	0	19.52	19.52	1646.73
1997 10 10 12	40435.2	1.83	361.41	0	19.5	19.5	1645.36
1997 10 11 12	40435.2	2.84	400.33	0	19.62	19.62	1633.25
1997 10 12 12	40435.2	0	359.82	0	18.59	18.59	1615.72
1997 10 13 12	40089.6	1.03	394.89	0	18.31	18.31	1666.94
1997 10 14 12	40089.6	0.82	267.96	0	17.67	17.67	1688.99
1997 10 15 12	40089.6	0.17	227.79	0	13.43	13.43	1309.22
1997 10 16 12	39744	0.09	171.72	0	10.72	10.72	1094.96
1997 10 17 12	39744	3.74	242.92	0	10.53	10.53	1073.28
1997 10 18 12	39474.44	0	314.46	0	10.2	10.2	1041.43
1997 10 19 12	39398.4	14.07	212.72	0	10.69	10.69	1122.42
1997 10 20 12	39398.4	0	436.52	0	10.36	10.36	893.04
1997 10 21 12	39052.8	0.06	220.95	0	9.74	9.74	950.81
1997 10 22 12	39052.8	0.77	417.3	0	9.48	9.48	904.19
1997 10 23 12	39052.8	3.28	433.68	0	6.86	6.86	578.16
1997 10 24 12	38707.2	23.62	122.77	0	8.42	8.42	961.56
1997 10 25 12	38707.2	17.17	219.86	0	13.1	13.1	1386.86
1997 10 26 12	38707.2	88.32	198.72	0	16.1	16.1	1708.97
1997 10 27 12	38361.6	4.47	390.05	0	11.57	11.57	1178.67
1997 10 28 12	38361.6	0.61	423.26	0	4.8	4.8	606.38
1997 10 29 12	38361.6	0	398.13	0	7.79	7.79	691.85
1997 10 30 12	38016	0.85	413.51	0	9.63	9.63	743.83
1997 10 31 12	38016	0.69	342.09	0	9.94	9.94	925.37
1997 11 01 12	38016	13.8	213.2	0	11.48	11.48	1229.95
1997 11 02 12	37670.4	14.04	335.27	0	10.05	10.05	991.34
1997 11 03 12	37670.4	0.26	198.04	0	6.87	6.87	674.75
1997 11 04 12	37670.4	0.18	371.02	0	4.32	4.32	604.04
1997 11 05 12	37324.8	0.84	361.51	0	4.77	4.77	614.31
1997 11 06 12	37324.8	3.08	95.74	0	5.44	5.44	765.2
1997 11 07 12	37324.8	4.77	217.97	0	6.93	6.93	872.13
1997 11 08 12	37055.25	0.33	157.1	0	5.33	5.33	754.82
1997 11 09 12	36979.2	0	356.7	0	5.64	5.64	727.1
1997 11 10 12	36979.2	0.09	309.51	0	7.75	7.75	764.96
1997 11 11 12	36953.12	0	305.29	0	7.6	7.6	808.66
1997 11 12 12	36633.6	5.56	193.64	0	5.15	5.15	722.58
1997 11 13 12	36633.6	13.64	168.58	0	6.33	6.33	861.72
1997 11 14 12	36633.6	5.72	192.15	0	6.65	6.65	883.52
1997 11 15 12	36449.55	0	322.51	0	2.81	2.81	613.64
1997 11 16 12	36288	1.1	348.46	0	-0.94	-0.94	415.99
1997 11 17 12	36288	0.57	353.67	0	-2.34	-2.34	364.45
1997 11 18 12	36288	0	336.51	0	0.32	0.32	385.42
1997 11 19 12	36103.95	0	292.27	0	3.91	3.91	454.96
1997 11 20 12	35942.4	0	341.34	0	5.34	5.34	484.96
1997 11 21 12	35942.4	11.61	102.35	0	5.33	5.33	714.76
1997 11 22 12	35942.4	11.7	318.58	0	10.52	10.52	1067.56
1997 11 23 12	35916.32	0.46	334.31	0	7.43	7.43	754.79
1997 11 24 12	35596.8	0	334.61	0	3.05	3.05	492.69
1997 11 25 12	35596.8	0	333.43	0	2.59	2.59	439.28
1997 11 26 12	35596.8	0.02	179.37	0	4.17	4.17	584.42
1997 11 27 12	35596.8	0.02	332.93	0	7.52	7.52	666.27
1997 11 28 12	35570.73	0	244.11	0	8.72	8.72	752.96
1997 11 29 12	35327.25	3.47	143.17	0	11.73	11.73	1196.07
1997 11 30 12	35251.2	10.59	237.23	0	12.84	12.84	1292.04
1997 12 01 12	35251.2	3.94	331.94	0	9.16	9.16	884.53
1997 12 02 12	35251.2	0.22	292.64	0	6.92	6.92	623.42
1997 12 03 12	35251.2	7.52	125.53	0	8.16	8.16	908.48
1997 12 04 12	35251.2	12.52	295.57	0	9.28	9.28	1012.11
1997 12 05 12	35067.15	0	271.14	0	1.94	1.94	565.54
1997 12 06 12	34924.52	0.03	307.9	0	-3.54	-3.54	315.28
1997 12 07 12	34905.6	0	324.82	0	-3.45	-3.45	333.83
1997 12 08 12	34905.6	3.86	140.08	0	-1.36	-1.36	381.75
1997 12 09 12	34905.6	9.53	270.08	0	2.02	2.02	617.89
1997 12 10 12	34905.6	17.68	291.4	0	4.22	4.22	675.79
1997 12 11 12	34905.6	0	303.03	0	4.49	4.49	629.72
1997 12 12 12	34905.6	0	270.37	0	3.31	3.31	586.26
1997 12 13 12	34905.6	0	150.84	0	2.89	2.89	564.01
1997 12 14 12	34905.6	0.02	290.28	0	3.48	3.48	497.66
1997 12 15 12	34879.53	0	327.23	0	1.9	1.9	315.06
1997 12 16 12	34879.53	0	320.32	0	4.35	4.35	357.11
1997 12 17 12	34809.09	0	317.8	0	4.83	4.83	417.26
1997 12 18 12	34721.55	0	319.12	0	4.76	4.76	535.21
1997 12 19 12	34721.55	0	317.38	0	6.08	6.08	567.09
1997 12 20 12	34721.55	0	294.94	0	7.21	7.21	757.24
1997 12 21 12	34721.55	0.82	209.95	0	7.52	7.52	848.68
1997 12 22 12	34721.55	27.53	226.3	0	6.94	6.94	901.26
1997 12 23 12	34721.55	0.07	249.46	0	6.86	6.86	795.69
1997 12 24 12	34809.09	39.6	98.1	0	7.27	7.27	910.2
1997 12 25 12	34809.09	0.89	315.83	0	8.59	8.59	958.48
1997 12 26 12	34879.53	0	308.05	0	5.15	5.15	653.2
1997 12 27 12	34905.6	17.74	138.22	0	3.78	3.78	693.25
1997 12 28 12	34905.6	1.21	326.7	0	-1.71	-1.71	382.53
1997 12 29 12	34905.6	4.13	99.87	0	-1.81	-1.81	457.84
1997 12 30 12	34905.6	0.56	255.33	0	-2.68	-2.68	428.8
1997 12 31 12	34905.6	3.67	265.7	0	-2.56	-2.56	417.68
1998 01 01 12	34905.6	0.93	316.84	0	-4.94	-4.94	295.49
1998 01 02 12	34905.6	0.66	315.29	0	-0.08	-0.08	316.15
1998 01 03 12	34905.6	2.14	255.96	0	4.56	4.56	667.84
1998 01 04 12	34905.6	0	241.06	0	8.57	8.57	937.95
1998 01 05 12	34981.65	9.16	104.54	0	11.04	11.04	1207.68
1998 01 06 12	35225.12	20.71	185.45	0	13.6	13.6	1414.93
1998 01 07 12	35251.2	108.67	154	0	15.11	15.11	1619.87
1998 01 08 12	35251.2	28.58	228.87	0	13.95	13.95	1442.23
1998 01 09 12	35251.2	5.55	307.63	0	6.94	6.94	838
1998 01 10 12	35251.2	0.1	325.45	0	3.41	3.41	563.52
1998 01 11 12	35251.2	0	166.42	0	4.7	4.7	627.37
1998 01 12 12	35412.75	0.18	194.06	0	7.53	7.53	824.36
1998 01 13 12	35596.8	1.09	308.72	0	9.27	9.27	968.12
1998 01 14 12	35596.8	0.94	92.45	0	5.78	5.78	777.4
1998 01 15 12	35596.8	50.48	118.49	0	3.16	3.16	695.92
1998 01 16 12	35596.8	17.68	179.31	0	5.05	5.05	825.43
1998 01 17 12	35758.35	0.72	280.81	0	3.44	3.44	663.43
1998 01 18 12	35942.4	0	226.54	0	1.87	1.87	482.84
1998 01 19 12	35942.4	9.39	284.71	0	3	3	632.42
1998 01 20 12	35942.4	0	343.77	0	1.07	1.07	495.2
1998 01 21 12	35942.4	0	266.4	0	1.01	1.01	526.03
1998 01 22 12	36288	40.21	109.19	0	3.64	3.64	725.97
1998 01 23 12	36288	11.41	157.87	0	8.67	8.67	1041.23
1998 01 24 12	36288	0	338.85	0	5.43	5.43	784.66
1998 01 25 12	36288	0.24	348.53	0	0.4	0.4	442.11
1998 01 26 12	36633.6	0.78	335	0	2.23	2.23	480.42
1998 01 27 12	36633.6	23.07	133.31	0	3.53	3.53	673.08
1998 01 28 12	36633.6	2.59	342.28	0	3.73	3.73	648.72
1998 01 29 12	36709.65	0.77	347.85	0	4.98	4.98	598.91
1998 01 30 12	36979.2	0	363.58	0	4.34	4.34	622.34
1998 01 31 12	36979.2	0	372.42	0	1.8	1.8	465.57
1998 02 01 12	36979.2	1.91	359.7	0	1.39	1.39	455.79
1998 02 02 12	37324.8	1.17	168.59	0	3.21	3.21	606.8
1998 02 03 12	37324.8	67.39	107.26	0	5.52	5.52	834.69
1998 02 04 12	37324.8	49.73	117.14	0	2.92	2.92	707.64
1998 02 05 12	37486.35	0.07	354.13	0	0.55	0.55	532.17
1998 02 06 12	37670.4	0.14	368.17	0	0.82	0.82	545.38
1998 02 07 12	37670.4	0	274.57	0	2.49	2.49	654.65
1998 02 08 12	37746.44	0.12	237.57	0	3.42	3.42	692.55
1998 02 09 12	38016	0.33	245.01	0	4.5	4.5	725.58
1998 02 10 12	38016	0.55	258.61	0	4.61	4.61	652.98
1998 02 11 12	38034.91	8.54	165.18	0	6.04	6.04	794.72
1998 02 12 12	38361.6	1.49	369.99	0	5.48	5.48	759.31
1998 02 13 12	38361.6	0	321.72	0	3.64	3.64	632.22
1998 02 14 12	38437.65	0	370.55	0	3.53	3.53	589.22
1998 02 15 12	38707.2	0	403.12	0	2.34	2.34	500.28
1998 02 16 12	38707.2	64.56	133.86	0	4.28	4.28	744.53
1998 02 17 12	38868.75	26.12	230.64	0	9.33	9.33	1051.22
1998 02 18 12	39052.8	2.89	222.94	0	6.29	6.29	829.99
1998 02 19 12	39052.8	0.07	388.15	0	5.97	5.97	784.86
1998 02 20 12	39398.4	0.04	328.36	0	7.25	7.25	825.03
1998 02 21 12	39398.4	0	364.79	0	4.84	4.84	668.13
1998 02 22 12	39398.4	1.51	258.68	0	4.39	4.39	647.83
1998 02 23 12	39744	24.29	158.58	0	4.83	4.83	787
1998 02 24 12	39744	0.16	423.54	0	4.83	4.83	661.81
1998 02 25 12	39744	0	426.81	0	8.47	8.47	644.01
1998 02 26 12	40089.6	0	400.75	0	10.35	10.35	702.28
1998 02 27 12	40089.6	20.84	353.92	0	10.21	10.21	1065.75
1998 02 28 12	40251.15	0.07	435.49	0	11.3	11.3	936.58
1998 03 01 12	40435.2	0.04	453.84	0	8.65	8.65	718.7
1998 03 02 12	40435.2	0.22	322.54	0	3.09	3.09	519.53
1998 03 03 12	40780.8	0.23	288.67	0	-0.29	-0.29	398.57
1998 03 04 12	40780.8	0.08	334.38	0	1.11	1.11	492.39
1998 03 05 12	40780.8	0.18	233.36	0	4.1	4.1	649.47
1998 03 06 12	41126.4	3.2	177.02	0	6.35	6.35	871.83
1998 03 07 12	41126.4	15.78	165.89	0	7.78	7.78	974.67
1998 03 08 12	41472	59.85	247.12	0	12.16	12.16	1334.67
1998 03 09 12	41472	39.39	296.92	0	9.12	9.12	1072.89
1998 03 10 12	41472	0.04	401.95	0	-1.4	-1.4	387.18
1998 03 11 12	41817.6	0.25	464.51	0	-3.71	-3.71	274.26
1998 03 12 12	41817.6	0.26	492.76	0	-5.35	-5.35	252.23
1998 03 13 12	41836.52	0.04	344.83	0	-3.36	-3.36	275.82
1998 03 14 12	42163.2	0	463.71	0	2.87	2.87	509.3
1998 03 15 12	42163.2	0	488.21	0	5.7	5.7	637.06
1998 03 16 12	42508.8	2.47	117.5	0	6.41	6.41	728.76
1998 03 17 12	42508.8	2.43	224.02	0	5.19	5.19	777.64
1998 03 18 12	42508.8	18.81	197.89	0	7.37	7.37	940.47
1998 03 19 12	42854.4	13.23	474.94	0	12.51	12.51	1244.92
1998 03 20 12	42854.4	19.03	362.9	0	11.85	11.85	1154.29
1998 03 21 12	43200	0.41	351.94	0	3.14	3.14	634.03
1998 03 22 12	43200	0	488.22	0	1.83	1.83	533.36
1998 03 23 12	43200	0	276.35	0	3.63	3.63	559.39
1998 03 24 12	43545.6	2.56	428.94	0	6.3	6.3	750.52
1998 03 25 12	43545.6	0.49	271.34	0	8.29	8.29	878.2
1998 03 26 12	43891.2	0.06	495.73	0	11.04	11.04	995.9
1998 03 27 12	43891.2	0	447.33	0	14.35	14.35	1241.34
1998 03 28 12	43891.2	0	494.03	0	15.88	15.88	1370.21
1998 03 29 12	44236.8	0	490.82	0	16.23	16.23	1354.24
1998 03 30 12	44236.8	0	500.1	0	17.09	17.09	1429.08
1998 03 31 12	44563.48	4.07	383.12	0	17.52	17.52	1599.94
1998 04 01 12	44582.4	21.49	436.19	0	15.99	15.99	1466.55
1998 04 02 12	44582.4	6.04	524.77	0	12.62	12.62	851.06
1998 04 03 12	44928	24.03	213.96	0	11.79	11.79	1086.38
1998 04 04 12	44928	7.58	437.33	0	9.56	9.56	1004.13
1998 04 05 12	44928	0	538.14	0	6.44	6.44	712.98
1998 04 06 12	45273.6	0	533.14	0	9.45	9.45	728.15
1998 04 07 12	45273.6	0	458.55	0	11.8	11.8	988.1
1998 04 08 12	45619.2	1.64	361.88	0	15.69	15.69	1470.9
1998 04 09 12	45619.2	27.39	440.57	0	13.28	13.28	1269.96
1998 04 10 12	45619.2	0.92	240.77	0	6.13	6.13	777.62
1998 04 11 12	45964.8	0.43	543.38	0	6.55	6.55	698.25
1998 04 12 12	45964.8	0	542.82	0	8.63	8.63	654.41
1998 04 13 12	46148.85	1.24	361.54	0	10.17	10.17	822.89
1998 04 14 12	46310.4	11.8	303.28	0	10.82	10.82	1084.04
1998 04 15 12	46310.4	2.35	402.74	0	13.81	13.81	1368.25
1998 04 16 12	46656	2.83	278.37	0	15.81	15.81	1579.93
1998 04 17 12	46656	51.7	415.61	0	17.28	17.28	1627.32
1998 04 18 12	46656	12.48	277.88	0	13.05	13.05	1292.33
1998 04 19 12	47001.6	26.07	208.75	0	13.79	13.79	1435.22
1998 04 20 12	47001.6	0.74	512.55	0	9.35	9.35	898.69
1998 04 21 12	47001.6	0.58	364.14	0	10.12	10.12	944.15
1998 04 22 12	47347.2	23.83	267.56	0	8.21	8.21	947.09
1998 04 23 12	47347.2	6.01	355.89	0	7.93	7.93	881.07
1998 04 24 12	47531.25	0.97	506.08	0	10.72	10.72	884.97
1998 04 25 12	47692.8	0.21	537.67	0	12.58	12.58	910.89
1998 04 26 12	47692.8	0.11	526.86	0	14.11	14.11	1079.36
1998 04 27 12	47962.35	0.36	413.37	0	15.19	15.19	1287.39
1998 04 28 12	48038.4	0.73	366.19	0	11.56	11.56	1111.77
1998 04 29 12	48038.4	0.03	315.35	0	11.72	11.72	1095.75
1998 04 30 12	48365.09	43.11	268.16	0	13.95	13.95	1438.42
1998 05 01 12	48384	11.8	471.57	0	13.82	13.82	1305.57
1998 05 02 12	48384	2.75	396.45	0	10.77	10.77	1023.69
1998 05 03 12	48653.56	3.09	422.22	0	13.7	13.7	1171.95
1998 05 04 12	48729.6	2.37	531.26	0	13.04	13.04	1147.91
1998 05 05 12	48729.6	0.35	578.81	0	12.81	12.81	1148.86
1998 05 06 12	48913.65	0.38	471.91	0	15.74	15.74	1324.56
1998 05 07 12	49075.2	22.17	341.07	0	16.81	16.81	1568.85
1998 05 08 12	49075.2	6.49	463.38	0	17.33	17.33	1558.25
1998 05 09 12	49075.2	0.17	539.63	0	15.89	15.89	1424.58
1998 05 10 12	49420.8	18.77	385.28	0	17.76	17.76	1602.03
1998 05 11 12	49420.8	3.36	574.45	0	15.53	15.53	1380.01
1998 05 12 12	49420.8	0	583.26	0	15.86	15.86	1271.24
1998 05 13 12	49690.35	0.18	568.33	0	18.32	18.32	1602.16
1998 05 14 12	49766.4	0	476.45	0	21.12	21.12	2010.67
1998 05 15 12	49766.4	0.12	571.08	0	22.55	22.55	2141.67
1998 05 16 12	49766.4	0	533.36	0	23.02	23.02	2117.19
1998 05 17 12	50112	0.06	510.6	0	22.1	22.1	1960.19
1998 05 18 12	50112	0	547.75	0	20.9	20.9	1752.58
1998 05 19 12	50112	0	578.79	0	21.19	21.19	1717.98
1998 05 20 12	50112	0	543.71	0	21.52	21.52	1809.25
1998 05 21 12	50457.6	0	547.87	0	22.17	22.17	1980.04
1998 05 22 12	50457.6	0.29	567.95	0	22.28	22.28	1966.77
1998 05 23 12	50457.6	0	490.76	0	22.36	22.36	2094.97
1998 05 24 12	50457.6	0.78	441.69	0	22.16	22.16	2028.54
1998 05 25 12	50641.65	0	390.38	0	22.21	22.21	2022.4
1998 05 26 12	50803.2	0.43	537.79	0	22.47	22.47	2002.57
1998 05 27 12	50803.2	2.46	399.81	0	22.43	22.43	1959.75
1998 05 28 12	50803.2	0.84	449.06	0	22.22	22.22	2085.31
1998 05 29 12	50803.2	1.66	476.07	0	22.61	22.61	2037.06
1998 05 30 12	50987.25	0.81	481.67	0	22.81	22.81	2057.64
1998 05 31 12	51148.8	0	500.66	0	22.03	22.03	2096.19
1998 06 01 12	51148.8	7.62	514.16	0	22.87	22.87	2122.61
1998 06 02 12	51148.8	21.55	440.95	0	22.32	22.32	1987.13
1998 06 03 12	51148.8	0	543.63	0	24.46	24.46	2268.38
1998 06 04 12	51148.8	25.47	295.29	0	22.76	22.76	2140.27
1998 06 05 12	51174.88	16.19	383.8	0	20.53	20.53	2018.79
1998 06 06 12	51418.35	3.22	488.57	0	19.16	19.16	1764.48
1998 06 07 12	51494.4	0.33	576.86	0	13.7	13.7	1102.98
1998 06 08 12	51494.4	0.2	465.93	0	14.68	14.68	1076.35
1998 06 09 12	51494.4	19.35	216.47	0	15.82	15.82	1481.87
1998 06 10 12	51494.4	17.55	327.36	0	20.2	20.2	2003.29
1998 06 11 12	51494.4	0.36	462	0	22.8	22.8	2177.53
1998 06 12 12	51494.4	0.13	386.38	0	22.91	22.91	2166.79
1998 06 13 12	51494.4	0.03	542.13	0	23	23	2105.55
1998 06 14 12	51494.4	0.14	403.96	0	20.89	20.89	1839.78
1998 06 15 12	51494.4	7.42	503.28	0	23.48	23.48	2180.86
1998 06 16 12	51520.47	7.34	439.02	0	22.38	22.38	2044.37
1998 06 17 12	51590.91	0.43	564.14	0	20.9	20.9	1699.36
1998 06 18 12	51590.91	1.84	523.56	0	23.05	23.05	1989.1
1998 06 19 12	51678.45	10.31	292.1	0	23.22	23.22	2244.74
1998 06 20 12	51678.45	0.03	560.37	0	21.48	21.48	1742.92
1998 06 21 12	51678.45	5.08	407.57	0	23.1	23.1	1928.74
1998 06 22 12	51678.45	0.2	516.89	0	24.42	24.42	2259.17
1998 06 23 12	51678.45	1.26	545.57	0	25.54	25.54	2346.64
1998 06 24 12	51678.45	0.59	514.83	0	25.49	25.49	2301.33
1998 06 25 12	51590.91	1.86	519.54	0	26.24	26.24	2168.8
1998 06 26 12	51520.47	2.36	507.01	0	25.76	25.76	2277.48
1998 06 27 12	51520.47	0.61	517.82	0	25.88	25.88	2400.61
1998 06 28 12	51494.4	0.14	528.52	0	24.85	24.85	2123.78
1998 06 29 12	51494.4	1.49	472.1	0	24.53	24.53	2184.49
1998 06 30 12	51494.4	3.44	496	0	24.52	24.52	2262.35
1998 07 01 12	51494.4	0.31	491.56	0	23.15	23.15	2035.23
1998 07 02 12	51494.4	0.1	545.09	0	22.09	22.09	1903.18
1998 07 03 12	51494.4	0.1	534.49	0	23.3	23.3	2043.26
1998 07 04 12	51494.4	2.77	483.53	0	23.37	23.37	2048.91
1998 07 05 12	51494.4	5.3	519.47	0	22.43	22.43	2022.05
1998 07 06 12	51475.48	4.07	395.34	0	22.53	22.53	2191.41
1998 07 07 12	51332.85	0	476.02	0	22.98	22.98	2133.12
1998 07 08 12	51148.8	0.34	435.75	0	24.45	24.45	2355.71
1998 07 09 12	51148.8	0.05	502.59	0	24.48	24.48	2315.37
1998 07 10 12	51148.8	0.05	498.07	0	23.76	23.76	2094.4
1998 07 11 12	51148.8	0	408.45	0	22.73	22.73	1968.1
1998 07 12 12	51148.8	0	347.31	0	21.77	21.77	2119.5
1998 07 13 12	51072.75	1.37	333.22	0	21.43	21.43	2052.27
1998 07 14 12	50829.27	0.29	216.71	0	21.14	21.14	1937.2
1998 07 15 12	50803.2	0	404.28	0	21.87	21.87	2007.2
1998 07 16 12	50803.2	7.66	356.41	0	23.05	23.05	2195.94
1998 07 17 12	50803.2	9.83	457.42	0	23.09	23.09	2192.18
1998 07 18 12	50803.2	1.27	535.76	0	23.21	23.21	2003.09
1998 07 19 12	50483.68	2.46	534.24	0	25.07	25.07	2160.93
1998 07 20 12	50457.6	3.03	520.3	0	25.87	25.87	2264.37
1998 07 21 12	50457.6	7.28	542.73	0	25.65	25.65	2316.88
1998 07 22 12	50457.6	4.52	408.48	0	24.55	24.55	2237.69
1998 07 23 12	50296.05	18.38	403.14	0	23.13	23.13	2186.28
1998 07 24 12	50112	0.05	375.17	0	22.65	22.65	2140.43
1998 07 25 12	50112	1.76	315.24	0	22.18	22.18	2072.64
1998 07 26 12	50112	0.03	367.17	0	21.18	21.18	1941.05
1998 07 27 12	49950.45	3.57	260.09	0	20.99	20.99	2010.65
1998 07 28 12	49766.4	0.57	539.17	0	22.37	22.37	2121.45
1998 07 29 12	49766.4	0	481.27	0	23.84	23.84	2171.77
1998 07 30 12	49766.4	0.5	502.14	0	23.56	23.56	2096.96
1998 07 31 12	49446.88	1.08	365.32	0	23.35	23.35	2190.39
1998 08 01 12	49420.8	0	421.87	0	20.49	20.49	1906.85
1998 08 02 12	49420.8	0	572.43	0	19.72	19.72	1623.75
1998 08 03 12	49344.75	0	578.49	0	18.81	18.81	1473.42
1998 08 04 12	49075.2	0.04	570.86	0	19.79	19.79	1530.35
1998 08 05 12	49075.2	0.17	567.34	0	20.93	20.93	1670.55
1998 08 06 12	49075.2	0	564.36	0	21.15	21.15	1664.87
1998 08 07 12	48729.6	0	211.73	0	19.5	19.5	1796.44
1998 08 08 12	48729.6	10.61	421.44	0	20.65	20.65	1953.89
1998 08 09 12	48729.6	17.21	278.39	0	20.77	20.77	2068.56
1998 08 10 12	48384	3.28	479.85	0	21.04	21.04	2004.59
1998 08 11 12	48384	3.93	495.91	0	22.12	22.12	1962.76
1998 08 12 12	48384	9.96	434.96	0	23.19	23.19	2034.43
1998 08 13 12	48038.4	6.91	353.37	0	22.92	22.92	2102.42
1998 08 14 12	48038.4	2.27	372.3	0	21.4	21.4	2032.94
1998 08 15 12	48038.4	14.06	364.36	0	20.85	20.85	2029.73
1998 08 16 12	47692.8	9.14	333.05	0	21.22	21.22	2064.23
1998 08 17 12	47692.8	0.57	469.12	0	21.56	21.56	2063.38
1998 08 18 12	47692.8	0.2	518.5	0	22.72	22.72	2092.53
1998 08 19 12	47347.2	1.26	489.22	0	23.07	23.07	1981.67
1998 08 20 12	47347.2	1.32	499.46	0	22.44	22.44	2180.21
1998 08 21 12	47347.2	0.07	521.43	0	21.7	21.7	2038.26
1998 08 22 12	47001.6	0	561.82	0	21.9	21.9	1766.22
1998 08 23 12	47001.6	0	556.59	0	23.08	23.08	1724.12
1998 08 24 12	46925.56	0	563.11	0	22.35	22.35	1605.03
1998 08 25 12	46656	0.1	556.46	0	22.49	22.49	1748.04
1998 08 26 12	46656	0	538.83	0	23.42	23.42	1998.55
1998 08 27 12	46310.4	0	557.64	0	23.19	23.19	1883.32
1998 08 28 12	46310.4	0	547.64	0	22.85	22.85	1897.81
1998 08 29 12	46310.4	0.08	527.7	0	23.22	23.22	1903.14
1998 08 30 12	45964.8	0.83	513.33	0	23.77	23.77	1963.08
1998 08 31 12	45964.8	0.04	518.68	0	24.73	24.73	1964.7
1998 09 01 12	45964.8	1.22	479.07	0	23.47	23.47	1873.24
1998 09 02 12	45619.2	0.07	502.53	0	22.57	22.57	1833.76
1998 09 03 12	45619.2	0.26	325.64	0	20.31	20.31	1850
1998 09 04 12	45273.6	0.01	509.94	0	20.27	20.27	1624.45
1998 09 05 12	45273.6	0.21	480.09	0	23.08	23.08	1731.74
1998 09 06 12	45273.6	2.18	463.25	0	23.85	23.85	1882.38
1998 09 07 12	44928	0.04	498.4	0	23.44	23.44	1990.88
